order_id,date,region,sales_channel,customer_segment,category,product_name,unit_price,quantity,discount_pct,discount_amount,revenue,cost,profit,profit_margin_pct,customer_satisfaction,returned
ORD-10393,2023-02-24,Central,Online,Standard,Books,Business Strategy,44.75,1,0.0,0.0,44.75,33.24,11.51,25.72,3.0,False
ORD-10361,2023-02-24,West,Retail,Premium,Books,Business Strategy,22.83,4,0.0,0.0,91.32,54.34,36.98,40.49,3.0,False
ORD-10852,2023-02-25,West,Wholesale,Budget,Home & Garden,Coffee Maker,213.37,2,5.0,21.34,405.4,251.96,153.44,37.85,5.0,False
ORD-11110,2023-02-25,Central,Direct Sales,Budget,Home & Garden,Plant Pot,583.41,1,20.0,116.68,466.73,268.76,197.97,42.42,3.0,False
ORD-10111,2023-02-25,Central,Direct Sales,Budget,Beauty,Lipstick,97.86,1,15.0,14.68,83.18,70.49,12.69,15.26,5.0,False
ORD-11053,2023-02-25,West,Online,Premium,Books,Cook Book,30.95,1,0.0,0.0,30.95,18.7,12.25,39.58,3.0,False
ORD-10577,2023-02-25,South,Retail,Budget,Books,Cook Book,49.71,1,0.0,0.0,49.71,35.45,14.26,28.69,4.0,False
ORD-10021,2023-02-25,North,Online,Standard,Books,Business Strategy,45.66,2,15.0,13.7,77.62,56.47,21.15,27.25,3.0,False
ORD-10339,2023-02-26,North,Retail,Budget,Home & Garden,Coffee Maker,746.83,1,0.0,0.0,746.83,487.65,259.18,34.7,3.0,False
ORD-10395,2023-02-26,South,Online,Premium,Books,Self Help,48.24,1,0.0,0.0,48.24,28.98,19.26,39.93,3.0,False
ORD-10782,2023-02-27,South,Retail,Premium,Home & Garden,Coffee Maker,729.04,1,5.0,36.45,692.59,369.17,323.42,46.7,3.0,False
ORD-10619,2023-02-27,East,Wholesale,Standard,Clothing,Sneakers,173.06,1,0.0,0.0,173.06,112.01,61.05,35.28,3.0,False
ORD-10034,2023-02-27,West,Direct Sales,Budget,Home & Garden,Blender,412.88,1,0.0,0.0,412.88,221.08,191.8,46.45,3.0,True
ORD-10012,2023-02-27,North,Wholesale,Budget,Sports,Running Shoes,582.51,2,,174.75,990.27,852.62,137.65,13.9,3.0,False
ORD-11171,2023-02-28,South,Direct Sales,Budget,Clothing,T-Shirt,174.43,1,25.0,43.61,130.82,101.28,29.54,22.58,2.0,True
ORD-10593,2023-02-28,East,Retail,Premium,Books,Business Strategy,13.3,1,10.0,1.33,11.97,6.43,5.54,46.28,2.0,True
ORD-11069,2023-02-28,South,Direct Sales,Budget,Books,Python Guide,21.03,1,20.0,4.21,16.82,14.88,1.94,11.53,4.0,False
ORD-10109,2023-02-28,East,Direct Sales,Standard,Home & Garden,Blender,794.58,1,15.0,119.19,675.39,489.59,185.8,27.51,4.0,False
ORD-10622,2023-03-01,East,Online,Budget,Clothing,Sneakers,152.95,1,10.0,15.29,137.66,98.42,39.24,28.51,5.0,False
ORD-10221,2023-03-01,South,Wholesale,Budget,Sports,Yoga Mat,407.4,1,25.0,101.85,305.55,295.09,10.46,3.42,5.0,False
ORD-10780,2023-03-01,West,Online,Premium,Beauty,Face Cream,76.35,1,20.0,15.27,61.08,40.56,20.52,33.6,3.0,True
ORD-10864,2023-03-02,Central,Direct Sales,Budget,Home & Garden,Blender,666.68,1,0.0,0.0,666.68,455.06,211.62,31.74,3.0,False
ORD-11196,2023-03-02,West,Retail,Budget,Home & Garden,Blender,732.86,1,10.0,73.29,659.57,449.92,209.65,31.79,3.0,False
ORD-10988,2023-03-02,South,Direct Sales,Budget,Electronics,Smartphone,1080.57,1,10.0,108.06,972.51,586.03,386.48,39.74,4.0,False
ORD-10407,2023-03-02,North,Direct Sales,Standard,Sports,Bicycle,174.39,2,,52.32,296.46,171.3,125.16,42.22,3.0,False
ORD-10646,2023-03-03,North,Retail,Standard,Home & Garden,Blender,415.46,1,0.0,0.0,415.46,196.46,219.0,52.71,4.0,False
ORD-10771,2023-03-03,West,Direct Sales,Standard,Clothing,Jeans,103.56,1,0.0,0.0,103.56,67.01,36.55,35.29,3.0,False
ORD-10309,2023-03-03,North,Wholesale,Budget,Sports,Tennis Racket,479.08,1,,0.0,479.08,287.19,191.89,40.05,3.0,True
ORD-11100,2023-03-03,South,Retail,Budget,Books,Self Help,16.92,5,25.0,21.15,63.45,44.41,19.04,30.01,3.0,False
ORD-10680,2023-03-04,West,Retail,Budget,Clothing,Jacket,151.28,4,10.0,60.51,544.61,313.02,231.59,42.52,4.0,False
ORD-10844,2023-03-04,East,Direct Sales,Standard,Beauty,Face Cream,139.8,4,10.0,55.92,503.28,347.47,155.81,30.96,3.0,False
ORD-10116,2023-03-04,North,Direct Sales,Standard,Sports,Dumbbell Set,548.78,2,5.0,54.88,1042.68,806.64,236.04,22.64,4.0,False
ORD-10764,2023-03-05,West,Online,Budget,Books,Novel,32.56,1,0.0,0.0,32.56,23.0,9.56,29.36,3.0,False
ORD-10391,2023-03-05,North,Direct Sales,Standard,Electronics,Laptop,1335.27,2,20.0,534.11,2136.43,1847.42,289.01,13.53,4.0,False
ORD-10838,2023-03-05,East,Direct Sales,Premium,Books,Cook Book,30.34,1,0.0,0.0,30.34,17.79,12.55,41.36,3.0,False
ORD-10618,2023-03-06,North,Wholesale,Standard,Beauty,Sunscreen,61.77,1,0.0,0.0,61.77,42.02,19.75,31.97,4.0,False
ORD-10310,2023-03-06,Central,Wholesale,Premium,Books,Self Help,37.77,1,15.0,5.67,32.1,19.59,12.51,38.97,2.0,False
ORD-10117,2023-03-06,North,Online,Standard,Clothing,Sneakers,95.28,3,5.0,14.29,271.55,202.89,68.66,25.28,4.0,False
ORD-10849,2023-03-07,West,Wholesale,Budget,Electronics,Laptop,996.89,2,0.0,0.0,1993.78,988.15,1005.63,50.44,4.0,False
ORD-10842,2023-03-07,Central,Retail,Budget,Clothing,T-Shirt,45.42,1,0.0,0.0,45.42,22.96,22.46,49.45,3.0,False
ORD-10338,2023-03-08,North,Wholesale,Budget,Sports,Bicycle,310.88,1,5.0,15.54,295.34,220.93,74.41,25.19,3.0,False
ORD-10127,2023-03-08,North,Direct Sales,Premium,Electronics,Laptop,694.7,1,15.0,104.2,590.5,318.61,271.89,46.04,3.0,False
ORD-11042,2023-03-08,South,Wholesale,Standard,Books,Cook Book,51.63,2,15.0,15.49,87.77,73.31,14.46,16.47,3.0,False
ORD-11176,2023-03-09,South,Direct Sales,Standard,Sports,Dumbbell Set,443.39,3,5.0,66.51,1263.66,902.74,360.92,28.56,2.0,False
ORD-10989,2023-03-09,East,Direct Sales,Budget,Beauty,Perfume,123.39,1,20.0,24.68,98.71,82.56,16.15,16.36,3.0,True
ORD-10610,2023-03-10,South,Wholesale,Budget,Home & Garden,Lamp,678.89,1,0.0,0.0,678.89,466.18,212.71,31.33,3.0,True
ORD-10647,2023-03-10,South,Direct Sales,Premium,Home & Garden,Plant Pot,383.94,1,0.0,0.0,383.94,222.63,161.31,42.01,3.0,True
ORD-10909,2023-03-10,South,Direct Sales,Budget,Beauty,Face Cream,112.41,4,15.0,67.45,382.19,232.07,150.12,39.28,2.0,False
ORD-10576,2023-03-10,West,Online,Standard,Books,Business Strategy,36.67,2,25.0,18.34,55.0,35.88,19.12,34.76,3.0,False
ORD-10749,2023-03-10,West,Wholesale,Standard,Clothing,Sneakers,49.05,1,25.0,12.26,36.79,22.35,14.44,39.25,5.0,False
ORD-10539,2023-03-11,West,Direct Sales,Budget,Home & Garden,Coffee Maker,333.82,1,0.0,0.0,333.82,191.38,142.44,42.67,3.0,False
ORD-10665,2023-03-12,West,Online,Standard,Home & Garden,Blender,306.11,1,25.0,76.53,229.58,159.83,69.75,30.38,2.0,False
ORD-10010,2023-03-12,West,Direct Sales,Standard,Home & Garden,Plant Pot,56.48,2,5.0,5.65,107.31,59.6,47.71,44.46,2.0,False
ORD-11131,2023-03-12,South,Direct Sales,Standard,Books,Cook Book,23.7,4,0.0,0.0,94.8,69.78,25.02,26.39,3.0,False
ORD-10300,2023-03-13,West,Retail,Premium,Books,Cook Book,14.39,1,0.0,0.0,14.39,6.62,7.77,54.0,3.0,False
ORD-10280,2023-03-13,Central,Retail,Standard,Beauty,Perfume,78.41,2,10.0,15.68,141.14,102.72,38.42,27.22,2.0,False
ORD-10000,2023-03-13,North,Wholesale,Premium,Beauty,Face Cream,62.44,4,5.0,12.49,237.27,167.24,70.03,29.51,2.0,False
ORD-10179,2023-03-13,East,Retail,Premium,Clothing,Jeans,167.83,1,5.0,8.39,159.44,118.14,41.3,25.9,4.0,False
ORD-11032,2023-03-14,South,Online,Premium,Books,Cook Book,57.45,1,15.0,8.62,48.83,32.44,16.39,33.57,3.0,True
ORD-10815,2023-03-14,East,Direct Sales,Premium,Home & Garden,Sofa,497.27,2,0.0,0.0,994.54,710.97,283.57,28.51,3.0,False
ORD-10760,2023-03-14,North,Wholesale,Budget,Books,Python Guide,49.64,1,20.0,9.93,39.71,29.4,10.31,25.96,5.0,False
ORD-11019,2023-03-14,North,Wholesale,Premium,Electronics,Laptop,1002.47,2,20.0,400.99,1603.95,1262.25,341.7,21.3,3.0,True
ORD-11127,2023-03-15,East,Retail,Premium,Clothing,Jacket,90.8,1,10.0,9.08,81.72,45.22,36.5,44.66,2.0,False
ORD-11016,2023-03-15,South,Retail,Premium,Electronics,Laptop,959.27,2,10.0,191.85,1726.69,1083.91,642.78,37.23,3.0,False
ORD-10009,2023-03-15,South,Direct Sales,Standard,Sports,Dumbbell Set,278.09,1,25.0,69.52,208.57,166.45,42.12,20.19,3.0,False
ORD-10925,2023-03-15,North,Online,Budget,Home & Garden,Lamp,698.68,3,15.0,314.41,1781.63,1207.08,574.55,32.25,3.0,False
ORD-10697,2023-03-15,East,Wholesale,Premium,Home & Garden,Sofa,694.23,1,15.0,104.13,590.1,479.02,111.08,18.82,3.0,True
ORD-10598,2023-03-15,West,Direct Sales,Premium,Books,Self Help,50.17,3,5.0,7.53,142.98,86.02,56.96,39.84,3.0,False
ORD-10489,2023-03-16,South,Direct Sales,Standard,Electronics,Tablet,684.56,3,5.0,102.68,1951.0,1252.56,698.44,35.8,4.0,False
ORD-10946,2023-03-16,West,Direct Sales,Premium,Home & Garden,Blender,390.11,1,10.0,39.01,351.1,223.67,127.43,36.29,2.0,False
ORD-11025,2023-03-16,North,Direct Sales,Budget,Books,Business Strategy,29.89,1,10.0,2.99,26.9,17.78,9.12,33.9,3.0,True
ORD-10206,2023-03-16,Central,Direct Sales,Standard,Home & Garden,Coffee Maker,50.86,1,15.0,7.63,43.23,26.41,16.82,38.91,3.0,False
ORD-11106,2023-03-17,South,Wholesale,Budget,Home & Garden,Lamp,187.27,1,0.0,0.0,187.27,96.61,90.66,48.41,4.0,False
ORD-11117,2023-03-17,East,Retail,Budget,Electronics,Smart Watch,465.32,1,0.0,0.0,465.32,235.52,229.8,49.39,3.0,False
ORD-10118,2023-03-17,Central,Retail,Premium,Sports,Yoga Mat,51.0,1,15.0,7.65,43.35,28.71,14.64,33.77,4.0,False
ORD-10200,2023-03-17,North,Direct Sales,Premium,Sports,Yoga Mat,142.96,1,20.0,28.59,114.37,65.9,48.47,42.38,5.0,False
ORD-10325,2023-03-17,Central,Online,Premium,Beauty,Lipstick,108.95,1,15.0,16.34,92.61,54.51,38.1,41.14,2.0,True
ORD-10677,2023-03-17,West,Wholesale,Standard,Home & Garden,Blender,58.93,1,0.0,0.0,58.93,40.05,18.88,32.04,2.0,False
ORD-10404,2023-03-18,West,Wholesale,Budget,Beauty,Perfume,28.3,2,20.0,11.32,45.28,33.11,12.17,26.88,3.0,False
ORD-10461,2023-03-18,North,Retail,Budget,Clothing,T-Shirt,189.32,1,20.0,37.86,151.46,109.6,41.86,27.64,3.0,False
ORD-10818,2023-03-18,South,Direct Sales,Standard,Sports,Yoga Mat,598.41,1,25.0,149.6,448.81,430.38,18.43,4.11,4.0,False
ORD-10076,2023-03-19,West,Direct Sales,Premium,Electronics,Laptop,891.46,1,0.0,0.0,891.46,577.72,313.74,35.19,4.0,False
ORD-10716,2023-03-20,South,Direct Sales,Budget,Beauty,Face Cream,93.67,2,15.0,28.1,159.24,137.51,21.73,13.65,3.0,False
ORD-11046,2023-03-20,South,Retail,Budget,Electronics,Headphones,1431.52,2,0.0,0.0,2863.04,2067.44,795.6,27.79,4.0,False
ORD-10691,2023-03-20,West,Retail,Premium,Books,Cook Book,27.27,1,0.0,0.0,27.27,20.28,6.99,25.63,4.0,False
ORD-10948,2023-03-20,East,Direct Sales,Premium,Clothing,Dress,188.2,1,15.0,28.23,159.97,131.17,28.8,18.0,4.0,False
ORD-10897,2023-03-20,North,Online,Budget,Books,Python Guide,50.42,2,10.0,10.08,90.76,57.01,33.75,37.19,2.0,False
ORD-10698,2023-03-21,East,Retail,Premium,Books,Novel,37.64,1,5.0,1.88,35.76,18.43,17.33,48.46,2.0,False
ORD-10323,2023-03-21,North,Retail,Premium,Home & Garden,Blender,86.59,1,0.0,0.0,86.59,52.47,34.12,39.4,3.0,True
ORD-10813,2023-03-22,South,Direct Sales,Standard,Sports,Running Shoes,354.25,1,0.0,0.0,354.25,257.32,96.93,27.36,3.0,False
ORD-10051,2023-03-23,Central,Direct Sales,Budget,Books,Cook Book,21.21,1,25.0,5.3,15.91,11.05,4.86,30.55,4.0,False
ORD-10400,2023-03-23,North,Retail,Budget,Books,Python Guide,49.04,1,0.0,0.0,49.04,22.92,26.12,53.26,3.0,True
ORD-10157,2023-03-24,North,Online,Standard,Home & Garden,Plant Pot,786.43,1,0.0,0.0,786.43,447.76,338.67,43.06,4.0,False
ORD-10678,2023-03-24,East,Retail,Premium,Clothing,Sneakers,20.0,1,0.0,0.0,20.0,12.14,7.86,39.3,3.0,False
ORD-10744,2023-03-24,North,Retail,Standard,Home & Garden,Sofa,108.98,1,5.0,5.45,103.53,67.13,36.4,35.16,2.0,False
ORD-10858,2023-03-25,East,Wholesale,Standard,Sports,Tennis Racket,341.92,1,15.0,51.29,290.63,239.94,50.69,17.44,2.0,True
ORD-10370,2023-03-25,East,Online,Standard,Beauty,Face Cream,94.99,1,0.0,0.0,94.99,49.36,45.63,48.04,4.0,False
ORD-10347,2023-03-25,North,Direct Sales,Budget,Sports,Bicycle,424.89,1,5.0,21.24,403.65,248.39,155.26,38.46,2.0,False
ORD-10007,2023-03-25,Central,Retail,Budget,Beauty,Face Cream,33.87,1,5.0,1.69,32.18,24.88,7.3,22.68,3.0,False
ORD-10197,2023-03-25,South,Retail,Standard,Sports,Bicycle,577.62,1,15.0,86.64,490.98,331.78,159.2,32.42,4.0,False
ORD-11004,2023-03-26,West,Direct Sales,Budget,Electronics,Smartphone,1327.08,1,0.0,0.0,1327.08,734.73,592.35,44.64,3.0,False
ORD-11114,2023-03-27,South,Retail,Standard,Beauty,Lipstick,115.64,1,0.0,0.0,115.64,70.72,44.92,38.84,4.0,False
ORD-10726,2023-03-27,South,Wholesale,Standard,Books,Business Strategy,23.54,1,15.0,3.53,20.01,11.03,8.98,44.88,5.0,False
ORD-10494,2023-03-27,Central,Wholesale,Standard,Electronics,Headphones,262.68,2,0.0,0.0,525.36,363.07,162.29,30.89,4.0,False
ORD-10259,2023-03-27,East,Direct Sales,Premium,Home & Garden,Sofa,476.67,1,0.0,0.0,476.67,339.98,136.69,28.68,4.0,False
ORD-10346,2023-03-27,North,Direct Sales,Standard,Beauty,Face Cream,86.23,1,20.0,17.25,68.98,47.2,21.78,31.57,2.0,False
ORD-10901,2023-03-27,South,Online,Budget,Beauty,Face Cream,19.58,1,0.0,0.0,19.58,9.49,10.09,51.53,4.0,False
ORD-10444,2023-03-28,Central,Wholesale,Standard,Clothing,Sneakers,154.23,1,20.0,30.85,123.38,113.73,9.65,7.82,2.0,True
ORD-10712,2023-03-28,South,Direct Sales,Standard,Electronics,Laptop,964.91,1,0.0,0.0,964.91,456.09,508.82,52.73,3.0,True
ORD-10329,2023-03-28,North,Online,Standard,Electronics,Tablet,1414.42,1,0.0,0.0,1414.42,688.3,726.12,51.34,3.0,False
ORD-10885,2023-03-29,North,Wholesale,Budget,Electronics,Headphones,1362.82,1,0.0,0.0,1362.82,746.88,615.94,45.2,4.0,False
ORD-10348,2023-03-29,East,Online,Premium,Electronics,Tablet,470.68,1,15.0,70.6,400.08,243.9,156.18,39.04,3.0,False
ORD-11073,2023-03-30,Central,Direct Sales,Premium,Books,Business Strategy,48.29,1,20.0,9.66,38.63,35.72,2.91,7.53,3.0,False
ORD-10700,2023-03-30,East,Retail,Standard,Home & Garden,Sofa,222.86,1,15.0,33.43,189.43,138.51,50.92,26.88,,False
ORD-11145,2023-03-31,East,Direct Sales,Budget,Sports,Yoga Mat,548.73,1,0.0,0.0,548.73,326.58,222.15,40.48,3.0,False
ORD-10588,2023-03-31,West,Wholesale,Premium,Clothing,Jacket,164.8,1,10.0,16.48,148.32,84.58,63.74,42.97,3.0,True
ORD-10472,2023-03-31,Central,Wholesale,Budget,Books,Cook Book,30.94,1,0.0,0.0,30.94,20.71,10.23,33.06,2.0,False
ORD-10211,2023-04-01,Central,Online,Premium,Sports,Yoga Mat,538.29,2,20.0,215.32,861.26,594.86,266.4,30.93,5.0,False
ORD-10862,2023-04-02,South,Wholesale,Budget,Clothing,Jacket,159.1,1,5.0,7.96,151.14,103.93,47.21,31.24,4.0,False
ORD-11048,2023-04-02,East,Wholesale,Premium,Home & Garden,Plant Pot,487.21,1,0.0,0.0,487.21,242.84,244.37,50.16,5.0,False
ORD-10648,2023-04-02,West,Online,Premium,Clothing,T-Shirt,27.9,1,0.0,0.0,27.9,16.28,11.62,41.65,4.0,False
ORD-10073,2023-04-02,South,Wholesale,Premium,Home & Garden,Coffee Maker,781.41,1,15.0,117.21,664.2,427.34,236.86,35.66,4.0,False
ORD-10954,2023-04-02,North,Online,Standard,Books,Python Guide,44.13,1,25.0,11.03,33.1,25.54,7.56,22.84,4.0,False
ORD-10868,2023-04-02,East,Direct Sales,Budget,Books,Cook Book,46.95,1,25.0,11.74,35.21,25.09,10.12,28.74,4.0,False
ORD-10657,2023-04-02,West,Retail,Premium,Books,Business Strategy,10.61,1,25.0,2.65,7.96,5.91,2.05,25.75,5.0,False
ORD-10315,2023-04-02,East,Online,Budget,Electronics,Smart Watch,1129.1,1,0.0,0.0,1129.1,803.95,325.15,28.8,5.0,False
ORD-10672,2023-04-02,West,Online,Premium,Electronics,Smartphone,948.03,1,20.0,189.61,758.42,520.91,237.51,31.32,3.0,False
ORD-10450,2023-04-02,Central,Retail,Standard,Beauty,Perfume,99.93,1,0.0,0.0,99.93,62.36,37.57,37.6,5.0,False
ORD-10245,2023-04-02,Central,Wholesale,Premium,Sports,Dumbbell Set,484.3,5,20.0,484.3,1937.2,1344.45,592.75,30.6,3.0,True
ORD-10890,2023-04-02,West,Retail,Standard,Beauty,Lipstick,51.49,3,5.0,7.72,146.75,107.45,39.3,26.78,3.0,False
ORD-10383,2023-04-03,West,Direct Sales,Premium,Clothing,Jacket,47.43,5,15.0,35.57,201.58,172.67,28.91,14.34,2.0,False
ORD-10707,2023-04-03,East,Retail,Standard,Sports,Bicycle,183.88,1,0.0,0.0,183.88,136.83,47.05,25.59,3.0,False
ORD-10510,2023-04-03,East,Direct Sales,Premium,Clothing,T-Shirt,161.92,1,25.0,40.48,121.44,85.51,35.93,29.59,4.0,False
ORD-10131,2023-04-03,East,Wholesale,Standard,Clothing,Jacket,161.06,1,0.0,0.0,161.06,102.53,58.53,36.34,2.0,False
ORD-11013,2023-04-03,South,Retail,Budget,Books,Python Guide,57.53,1,25.0,14.38,43.15,42.85,0.3,0.7,,False
ORD-10911,2023-04-04,South,Direct Sales,Budget,Beauty,Perfume,66.45,2,15.0,19.93,112.97,80.99,31.98,28.31,,False
ORD-10558,2023-04-05,Central,Direct Sales,Budget,Books,Python Guide,17.72,1,15.0,2.66,15.06,11.41,3.65,24.24,2.0,False
ORD-10556,2023-04-05,South,Retail,Premium,Beauty,Lipstick,108.78,1,0.0,0.0,108.78,61.17,47.61,43.77,3.0,True
ORD-11058,2023-04-05,Central,Retail,Budget,Books,Novel,19.81,1,10.0,1.98,17.83,14.04,3.79,21.26,4.0,False
ORD-10075,2023-04-05,West,Direct Sales,Standard,Sports,Dumbbell Set,124.64,1,15.0,18.7,105.94,65.45,40.49,38.22,5.0,False
ORD-10927,2023-04-06,West,Retail,Premium,Beauty,Lipstick,91.66,1,15.0,13.75,77.91,62.9,15.01,19.27,3.0,False
ORD-10163,2023-04-06,Central,Wholesale,Premium,Books,Business Strategy,34.06,1,20.0,6.81,27.25,15.86,11.39,41.8,4.0,False
ORD-10412,2023-04-07,North,Wholesale,Budget,Beauty,Shampoo,74.32,2,5.0,7.43,141.21,106.67,34.54,24.46,4.0,False
ORD-10504,2023-04-07,East,Retail,Premium,Electronics,Headphones,1029.05,1,15.0,154.36,874.69,571.86,302.83,34.62,3.0,False
ORD-10710,2023-04-07,South,Direct Sales,Standard,Home & Garden,Lamp,336.16,1,20.0,67.23,268.93,171.98,96.95,36.05,2.0,False
ORD-10541,2023-04-08,West,Direct Sales,Standard,Electronics,Laptop,1439.33,2,15.0,431.8,2446.86,1296.75,1150.11,47.0,3.0,False
ORD-10526,2023-04-08,North,Retail,Budget,Sports,Running Shoes,322.53,1,20.0,64.51,258.02,175.81,82.21,31.86,4.0,False
ORD-10875,2023-04-08,East,Wholesale,Standard,Home & Garden,Blender,474.98,2,10.0,95.0,854.96,660.43,194.53,22.75,4.0,False
ORD-10589,2023-04-08,Central,Online,Standard,Electronics,Headphones,169.33,1,0.0,0.0,169.33,118.57,50.76,29.98,4.0,False
ORD-10563,2023-04-08,Central,Direct Sales,Budget,Beauty,Face Cream,13.27,2,0.0,0.0,26.54,15.59,10.95,41.26,3.0,False
ORD-10518,2023-04-08,West,Wholesale,Budget,Electronics,Headphones,1099.98,1,25.0,275.0,824.98,526.85,298.13,36.14,2.0,False
ORD-11000,2023-04-09,North,Online,Budget,Beauty,Sunscreen,100.83,4,5.0,20.17,383.15,199.82,183.33,47.85,5.0,False
ORD-10894,2023-04-10,West,Wholesale,Budget,Beauty,Shampoo,124.9,1,20.0,24.98,99.92,69.35,30.57,30.59,,False
ORD-11189,2023-04-10,West,Direct Sales,Standard,Electronics,Smart Watch,504.25,1,10.0,50.42,453.83,232.95,220.88,48.67,3.0,False
ORD-10155,2023-04-10,South,Retail,Standard,Beauty,Shampoo,32.5,1,25.0,8.12,24.38,17.4,6.98,28.63,3.0,False
ORD-10846,2023-04-11,South,Direct Sales,Premium,Sports,Running Shoes,345.15,2,5.0,34.52,655.78,475.46,180.32,27.5,4.0,False
ORD-10702,2023-04-11,North,Direct Sales,Standard,Electronics,Laptop,988.74,1,0.0,0.0,988.74,662.27,326.47,33.02,3.0,True
ORD-10751,2023-04-12,North,Retail,Premium,Clothing,T-Shirt,60.03,1,25.0,15.01,45.02,37.96,7.06,15.68,3.0,False
ORD-10804,2023-04-12,West,Wholesale,Budget,Sports,Tennis Racket,146.69,5,20.0,146.69,586.76,545.93,40.83,6.96,4.0,False
ORD-10513,2023-04-12,North,Wholesale,Standard,Sports,Tennis Racket,88.66,1,10.0,8.87,79.79,41.01,38.78,48.6,3.0,False
ORD-10177,2023-04-13,South,Wholesale,Budget,Home & Garden,Lamp,270.03,1,25.0,67.51,202.52,181.78,20.74,10.24,4.0,False
ORD-10656,2023-04-13,South,Online,Premium,Electronics,Tablet,1049.91,1,20.0,209.98,839.93,650.45,189.48,22.56,3.0,False
ORD-10352,2023-04-13,West,Online,Standard,Home & Garden,Coffee Maker,476.73,1,25.0,119.18,357.55,301.47,56.08,15.68,4.0,False
ORD-11159,2023-04-13,North,Wholesale,Standard,Home & Garden,Coffee Maker,607.01,1,10.0,60.7,546.31,310.32,235.99,43.2,4.0,False
ORD-10785,2023-04-14,West,Online,Standard,Books,Novel,41.82,1,5.0,2.09,39.73,22.2,17.53,44.12,3.0,False
ORD-11017,2023-04-14,Central,Wholesale,Budget,Electronics,Laptop,215.29,2,0.0,0.0,430.58,300.5,130.08,30.21,2.0,False
ORD-11001,2023-04-14,East,Wholesale,Budget,Sports,Tennis Racket,359.5,1,25.0,89.88,269.62,198.24,71.38,26.47,3.0,False
ORD-10753,2023-04-15,West,Direct Sales,Premium,Sports,Bicycle,576.92,1,5.0,28.85,548.07,356.0,192.07,35.04,3.0,False
ORD-10822,2023-04-16,Central,Retail,Premium,Electronics,Laptop,245.9,1,10.0,24.59,221.31,127.58,93.73,42.35,2.0,False
ORD-10054,2023-04-16,East,Direct Sales,Standard,Books,Novel,23.26,1,0.0,0.0,23.26,17.26,6.0,25.8,4.0,False
ORD-10286,2023-04-16,East,Direct Sales,Premium,Clothing,Sneakers,180.94,1,0.0,0.0,180.94,92.99,87.95,48.61,3.0,False
ORD-10590,2023-04-16,South,Online,Budget,Home & Garden,Sofa,600.17,1,0.0,0.0,600.17,405.73,194.44,32.4,4.0,False
ORD-10250,2023-04-17,North,Retail,Standard,Sports,Tennis Racket,49.2,1,0.0,0.0,49.2,36.72,12.48,25.37,2.0,False
ORD-10078,2023-04-17,East,Online,Budget,Sports,Bicycle,229.68,2,0.0,0.0,459.36,208.7,250.66,54.57,3.0,False
ORD-10893,2023-04-17,West,Direct Sales,Premium,Sports,Dumbbell Set,357.14,1,10.0,35.71,321.43,248.95,72.48,22.55,4.0,False
ORD-10960,2023-04-17,West,Direct Sales,Premium,Books,Business Strategy,41.57,1,0.0,0.0,41.57,25.54,16.03,38.56,3.0,False
ORD-10497,2023-04-18,South,Wholesale,Budget,Electronics,Smartphone,167.02,1,0.0,0.0,167.02,101.58,65.44,39.18,3.0,False
ORD-10701,2023-04-18,South,Retail,Standard,Clothing,Jeans,71.77,1,0.0,0.0,71.77,39.9,31.87,44.41,3.0,False
ORD-10384,2023-04-18,North,Online,Standard,Clothing,Jacket,117.19,2,10.0,23.44,210.94,142.1,68.84,32.63,3.0,False
ORD-10999,2023-04-18,Central,Wholesale,Premium,Beauty,Lipstick,18.6,2,10.0,3.72,33.48,27.24,6.24,18.64,3.0,False
ORD-10792,2023-04-18,West,Direct Sales,Standard,Books,Business Strategy,54.41,1,5.0,2.72,51.69,39.19,12.5,24.18,3.0,False
ORD-10358,2023-04-19,North,Direct Sales,Premium,Sports,Yoga Mat,204.0,1,0.0,0.0,204.0,135.63,68.37,33.51,3.0,False
ORD-11103,2023-04-19,North,Online,Standard,Beauty,Perfume,74.12,1,0.0,0.0,74.12,50.08,24.04,32.43,5.0,True
ORD-10903,2023-04-19,West,Wholesale,Premium,Clothing,T-Shirt,119.12,1,20.0,23.82,95.3,83.4,11.9,12.49,3.0,False
ORD-10455,2023-04-19,South,Retail,Premium,Clothing,Dress,59.71,1,10.0,5.97,53.74,40.05,13.69,25.47,3.0,False
ORD-10389,2023-04-19,North,Retail,Premium,Clothing,Dress,112.82,3,0.0,0.0,338.46,202.77,135.69,40.09,2.0,False
ORD-10779,2023-04-19,West,Wholesale,Standard,Beauty,Shampoo,91.03,1,0.0,0.0,91.03,45.24,45.79,50.3,4.0,False
ORD-10330,2023-04-20,West,Direct Sales,Premium,Books,Business Strategy,32.61,3,15.0,14.67,83.16,53.3,29.86,35.91,3.0,False
ORD-10019,2023-04-20,North,Retail,Standard,Electronics,Tablet,235.8,1,25.0,58.95,176.85,129.11,47.74,26.99,4.0,False
ORD-11063,2023-04-21,West,Retail,Budget,Clothing,Jeans,35.8,1,20.0,7.16,28.64,21.67,6.97,24.34,3.0,False
ORD-11044,2023-04-21,North,Online,Budget,Clothing,Dress,92.49,1,5.0,4.62,87.87,69.27,18.6,21.17,4.0,False
ORD-10134,2023-04-21,Central,Direct Sales,Standard,Books,Novel,34.63,1,10.0,3.46,31.17,22.16,9.01,28.91,3.0,False
